5570,-38.7324,-72.5907,262,241
5569,-38.7403,-72.5933,185,162
5575,-38.7406,-72.5867,387,367
5578,-38.7352,-72.6212,993,790
5580,-38.728,-72.6176,823,765
5582,-38.7326,-72.5806,214,203
5589,-38.7377,-72.6232,296,242
5585,-38.7233,-72.6164,118,113
5588,-38.7588,-72.6265,257,246
5583,-38.7348,-72.5708,252,242
5590,-38.7584,-72.6223,319,308
5592,-38.7438,-72.6019,189,182
5597,-38.7201,-72.5634,471,439
5596,-38.7434,-72.6164,782,604
5608,-38.7506,-72.61,198,189
5604,-38.727,-72.6122,168,156
5606,-38.7184,-72.6216,298,289
5601,-38.7418,-72.5818,70,63
5611,-38.7342,-72.6301,453,340
5614,-38.7642,-72.7518,205,203
5629,-38.6996,-72.6369,21,21
5630,-38.682,-72.6783,20,18
5632,-38.6918,-72.588,31,30
5633,-38.6192,-72.7383,21,21
5636,-38.7625,-72.6894,6,6
5637,-38.6952,-72.7085,3,3
5639,-38.7191,-72.6463,6,6
5644,-38.6869,-72.7308,7,7
5645,-38.6567,-72.7106,246,244
5640,-38.7093,-72.7529,94,92
5647,-38.6054,-72.6958,60,60
5652,-38.7314,-72.5835,376,311
5654,-38.7391,-72.5834,2088,1789
5656,-38.7176,-72.565,68,61
5659,-38.7393,-72.5938,623,302
5661,-38.716,-72.653,609,470
5664,-38.7135,-72.5592,338,297
5668,-38.756,-72.6421,275,268
5666,-38.7324,-72.6222,615,404
5675,-38.7532,-72.6257,71,67
5669,-38.731,-72.5751,297,246
5680,-38.7414,-72.6118,627,502
5682,-38.742,-72.5883,304,265
5684,-38.7441,-72.5785,73,72
5670,-38.7367,-72.6001,523,364
5686,-38.7306,-72.6262,134,133
5694,-38.7307,-72.5671,118,113
5690,-38.7287,-72.6089,188,186
5693,-38.7443,-72.5826,50,48
5697,-38.7179,-72.6204,445,437
5698,-38.7376,-72.5754,243,237
5706,-38.7324,-72.5638,315,298
5703,-38.74,-72.5714,394,379
5713,-38.7372,-72.5848,210,186
5709,-38.7352,-72.6145,143,142
5717,-38.7247,-72.6284,448,425
5719,-38.7657,-72.7541,347,328
5714,-38.7246,-72.5583,220,206
5722,-38.7264,-72.5649,68,58
5726,-38.7397,-72.5794,294,287
5734,-38.7302,-72.7934,6,6
5739,-38.6376,-72.7481,22,22
5744,-38.5845,-72.7492,11,10
5745,-38.7686,-72.6809,140,132
5746,-38.7166,-72.6204,225,224
5751,-38.6068,-72.7142,34,34
5756,-38.7645,-72.786,36,35
5759,-38.6588,-72.6658,30,29
5760,-38.6282,-72.6832,47,45
5765,-38.6402,-72.661,64,64
5773,-38.6722,-72.6934,45,45
5783,-38.7405,-72.7713,14,14
5785,-38.5784,-72.7152,3,3
5790,-38.7129,-72.7049,77,76
5796,-38.7301,-72.7592,62,62
5782,-38.7343,-72.6009,485,394
5804,-38.6985,-72.7111,11,11
5808,-38.7401,-72.5873,292,65
5810,-38.7397,-72.6014,595,54
5813,-38.7421,-72.6099,547,134
5812,-38.7368,-72.615,548,12
5814,-38.74,-72.5714,548,251
5816,-38.7396,-72.5883,364,203
6750,-38.7051,-72.6947,24,24
11465,-38.7354,-72.5637,67,66
19908,-38.7408,-72.6352,495,8
19923,-38.7445,-72.5814,136,135
19944,-38.7288,-72.6261,107,99
19960,-38.7324,-72.5901,26,24
19974,-38.7064,-72.6395,58,58
19981,-38.7346,-72.6201,295,83
19983,-38.7597,-72.6385,639,596
20016,-38.7139,-72.6245,542,519
20013,-38.6603,-72.7376,13,13
20019,-38.7644,-72.7532,321,283
20025,-38.7424,-72.6229,573,395
20048,-38.7294,-72.6221,501,211
20085,-38.7226,-72.6379,158,98
20091,-38.7402,-72.651,419,39
20096,-38.7232,-72.577,230,221
20100,-38.7301,-72.5667,113,105
20102,-38.7392,-72.566,26,24
20122,-38.7327,-72.5851,78,75
20129,-38.7333,-72.5996,253,220
20137,-38.7147,-72.6534,598,491
20140,-38.7342,-72.5685,172,149
20159,-38.7575,-72.6621,132,109
20173,-38.7581,-72.651,436,324
20180,-38.7431,-72.6065,328,311
20181,-38.7317,-72.6003,495,148
20212,-38.7346,-72.6073,226,167
20218,-38.7379,-72.6097,186,99
20226,-38.7246,-72.562,565,529
20235,-38.7358,-72.6436,506,52
20258,-38.7662,-72.7566,711,660
20265,-38.746,-72.5803,393,379
20266,-38.7404,-72.603,140,108
20274,-38.7565,-72.6565,325,277
