5570,-38.7717,-72.5492,0
5570,-38.7213,-72.5317,0
5570,-38.7303,-72.5614,0
5570,-38.7825,-72.5328,0
5570,-38.7694,-72.5416,0
5570,-38.6839,-72.5384,0
5570,-38.7785,-72.5434,0
5570,-38.7905,-72.5275,0
5570,-38.7777,-72.5348,0
5570,-38.7028,-72.5393,0
5570,-38.7616,-72.5582,0
5570,-38.7542,-72.5315,0
5570,-38.7735,-72.5489,0
5570,-38.7333,-72.5689,0
5570,-38.718,-72.5599,0
5570,-38.7864,-72.5302,0
5570,-38.7644,-72.5548,0
5570,-38.7439,-72.5429,0
5570,-38.7975,-72.5256,0
5570,-38.6834,-72.5327,0
5570,-38.6988,-72.5328,0
5570,-38.7917,-72.5284,1
5570,-38.7646,-72.5515,1
5570,-38.7014,-72.5274,1
5570,-38.679,-72.5264,1
5570,-38.7165,-72.5713,1
5570,-38.6873,-72.5369,1
5570,-38.7066,-72.5517,1
5570,-38.7418,-72.5814,1
5570,-38.7253,-72.5741,1
5570,-38.6987,-72.5257,1
5570,-38.7682,-72.5298,1
5570,-38.6839,-72.5422,1
5570,-38.7062,-72.5331,1
5570,-38.6823,-72.5368,1
5570,-38.7417,-72.5776,1
5570,-38.7648,-72.527,1
5570,-38.7863,-72.5346,1
5570,-38.7803,-72.534,1
5570,-38.7043,-72.5514,1
5570,-38.7532,-72.5638,1
5570,-38.742,-72.5288,1
5570,-38.7054,-72.5528,1
5570,-38.695,-72.5283,1
5570,-38.787,-72.536,1
5570,-38.7499,-72.5401,1
5570,-38.7789,-72.5295,1
5570,-38.6921,-72.5272,1
5570,-38.6958,-72.5311,1
5570,-38.7711,-72.5277,1
5570,-38.7617,-72.56,1
5570,-38.774,-72.5274,1
5570,-38.7833,-72.5287,1
5570,-38.7749,-72.5473,1
5570,-38.7666,-72.5557,1
5570,-38.7657,-72.5541,1
5570,-38.7102,-72.5593,1
5570,-38.703,-72.556,1
5570,-38.7277,-72.5481,1
5570,-38.7752,-72.5278,1
5570,-38.7364,-72.5673,1
5570,-38.7637,-72.5331,1
5570,-38.6928,-72.5269,1
5570,-38.7321,-72.5498,1
5570,-38.7723,-72.5506,1
5570,-38.7338,-72.5589,1
5570,-38.7491,-72.5581,1
5570,-38.7889,-72.5342,1
